"kod";"adres";"miejscowosc";"wojewodztwo";"powiat"
"80-811";"ul. Kaznodziejska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-811";"ul. Na Stoku od 12 do 42, od 11 do 43";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-811";"ul. Spadzista";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-811";"ul. Zaroúlak";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-812";"ul. DokerÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-812";"ul. StoczniowcÛw od 2 do ostatniego, od 1 do 39";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-812";"ul. ZielonogÛrska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-813";"ul. Kolonia PostÍp";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-813";"ul. Kolonia Przysz≥oúÊ";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-814";"Poczta GdaÒsk 014, ul. Buczka 14";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-815";"ul. Biskupia GÛra";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-817";"ul. Trakt åwiÍtego Wojciecha od 2 do 16";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-818";"ul. Bogus≥awskiego Wojciecha";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-818";"ul. Brama Wyøynna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-819";"ul. AugustyÒskiego Jana";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-819";"ul. Okopowa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-819";"ul. WÍze≥ Unii Europejskiej";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-820";"Poczta GdaÒsk 020, ul. Milskiego 1";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-821";"Pl. Wa≥owy";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-821";"ul. Dolna Brama";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-821";"ul. Grodza Kamienna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-821";"ul. Pod ZrÍbem";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-822";"ul. K≥adki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-822";"ul. Kocurki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-822";"ul. Rzeünicka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-822";"ul. ToruÒska od 2 do 8, od 1 do 9";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-822";"ul. åwiÍtej TrÛjcy";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-823";"Pl. Tadeusza Polaka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-823";"ul. S≥odownikÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-823";"ul. Za Murami";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-824";"ul. Podwale Przedmiejskie";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-825";"Poczta GdaÒsk 025, ul. Szeroka 12";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-826";"ul. Ogarna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-826";"ul. Zbytki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-827";"ul. D≥uga od 2 do 44, od 1 do 45";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-827";"ul. Garbary";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-827";"ul. Pocztowa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-827";"ul. Podgarbary";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-828";"ul. D≥ugi Targ od 2 do 24, od 1 do 23";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-828";"ul. MieszczaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-828";"ul. Powroünicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-828";"ul. £awnicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-830";"ul. Chlebnicka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-830";"ul. D≥ugi Targ od 26 do ostatniego, od 25 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-830";"ul. Kramarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-830";"ul. Kuúnierska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-830";"ul. PoÒczosznikÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-831";"Pl. KsiÍdza Zatora - Przytockiego JÛzefa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-831";"ul. D≥uga od 46 do ostatniego, od 47 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-831";"ul. Kaletnicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-831";"ul. Lektykarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-831";"ul. Piwna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-831";"ul. Tkacka od 15 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-832";"Poczta GdaÒsk 032, ul. Nowe Ogrody 8/12";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Dziana";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Grzπska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Klesza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Krowia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Mariacka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Mokra";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-833";"ul. Mydlarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Grobla I";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Kozia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Latarniana";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Plebania";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Podkramarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. PrzÍdzalnicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Szewska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. WÍglarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. Z≥otnikÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-834";"ul. åwiÍtego Ducha";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-835";"Pl. Kobzdeja Dariusza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-835";"ul. Grobla II";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-835";"ul. Podmurze";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-835";"ul. Szeroka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-835";"ul. Szklary";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-835";"ul. Tandeta";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-836";"ul. Ko≥odziejska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-836";"ul. Targ WÍglowy";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-836";"ul. Teatralna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-836";"ul. Tkacka od 2 do ostatniego, od 1 do 13";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-836";"ul. We≥niarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-837";"ul. Grobla IV";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-837";"ul. Pacho≥Ûw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-837";"ul. RÛøana";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-837";"ul. Straganiarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-837";"ul. Tobiasza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-837";"ul. U Furty";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-838";"ul. Rybackie Pobrzeøe";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-838";"ul. Szpitalna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-838";"ul. Targ Rybny";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-838";"ul. Warzywnicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-839";"Pl. ObroÒcÛw Poczty Polskiej";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-839";"ul. Sieroca";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-839";"ul. Tartaczna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-839";"ul. Zamkowa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-840";"ul. Grobla III";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-840";"ul. Lawendowa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-840";"ul. Minogi";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-840";"ul. S≥omiana";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-840";"ul. Zau≥ek Zappio Zachariasza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-840";"ul. åwiÍtojaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-841";"ul. Grodzka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-841";"ul. Wartka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-842";"ul. Browarna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-842";"ul. Osiek";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-842";"ul. Refektarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-842";"ul. Rybaki Dolne";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-842";"ul. Stajenna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-843";"ul. Olejarnia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-843";"ul. PanieÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-843";"ul. Podzamcze";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-844";"Pl. DominikaÒski";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-844";"ul. PaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-844";"ul. Podwale Staromiejskie od 2 do 50, od 54 do ostatniego, od 1 do 49, od 53 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-845";"ul. Podwale Staromiejskie od 52 do 52, od 51 do 51";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-846";"ul. Kowalska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-846";"ul. M≥yÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-846";"ul. Na Piaskach";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-847";"ul. Gnilna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-847";"ul. £agiewniki od 2 do 8, od 1 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-847";"ul. Zau≥ek åwiÍtego Bart≥omieja";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-848";"ul. Bednarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-849";"ul. Wielkie M≥yny";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-850";"ul. Rajska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-851";"ul. BielaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-851";"ul. Karmelicka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-851";"ul. Korzenna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-851";"ul. PodbielaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-852";"ul. Dyrekcyjna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-852";"ul. Kupiecka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-853";"ul. Wa≥y JagielloÒskie od 6 do 6, od 18 do ostatniego, od 1 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-854";"ul. Hucisko";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-854";"ul. Skwer imienia Czes≥awa Niemena";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-854";"ul. Skwer imienia Harcerzy Polskich w by≥ym Wolnym Mieúcie GdaÒsku";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-855";"ul. Gazownicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-855";"ul. £agiewniki od 10 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-855";"ul. Wa≥y Piastowskie";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-856";"ul. Brygidki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-856";"ul. Mniszki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-856";"ul. Profesorska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-857";"ul. Krosienka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-857";"ul. Krosna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-857";"ul. Stare Domki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-857";"ul. WiÍcierze";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-858";"ul. Aksamitna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-858";"ul. Wa≥owa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-859";"ul. StÍpkarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-859";"ul. Wiosny LudÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-860";"ul. Lisia Grobla";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-860";"ul. Podstoczna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-861";"ul. Heweliusza Jana od 23 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-861";"ul. Rybaki GÛrne";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-862";"ul. Stara Stocznia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-863";"Pl. Solidarnoúci";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-863";"ul. Doki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-863";"ul. Jaracza Stefana";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-864";"ul. Jana z Kolna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-864";"ul. Nowomiejska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-864";"ul. Robotnicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-865";"ul. Marynarki Polskiej od 132 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-866";"ul. GdyÒskich KosynierÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-867";"ul. Swojska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-867";"ul. Wiúlna od 2 do 8, od 1 do 7";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-868";"ul. Marynarki Polskiej od 93 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-869";"ul. Kolonia Zielony TrÛjkπt";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-870";"ul. Reja Miko≥aja od 24 do ostatniego, od 1 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-871";"ul. ChwaszczyÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-871";"ul. Kliniczna od 2 do ostatniego, od 3 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-871";"ul. Okrπg";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-871";"ul. Twarda";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-871";"ul. WÍze≥ Kliniczna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-873";"ul. Na Ostrowiu";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-873";"ul. OstrÛw Wyspa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-874";"ul. Na Stoku od 2 do 10, od 44 do ostatniego, od 1 do 9, od 45 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-875";"ul. Biskupia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-876";"Poczta GdaÒsk 052, ul. Cha≥ubiÒskiego 25";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-876";"Skrytki Pocztowe Poczta GdaÒsk 052, ul. Cha≥ubiÒskiego 25";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-877";"ul. StoczniowcÛw od 41 do 51";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-878";"ul. Kolonia StudentÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-880";"ul. Lastadia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-881";"ul. KotwicznikÛw";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-882";"ul. Czopowa";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-882";"ul. Dylinki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-882";"ul. Karpia";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-882";"ul. Rycerska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-882";"ul. Sukiennicza";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-883";"ul. Stolarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-884";"ul. Igielnicka";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-884";"ul. Katarzynki";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-885";"ul. Podm≥yÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-886";"ul. Targ Drzewny od 2 do 16, od 1 do 7";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-887";"ul. Wa≥y JagielloÒskie od 2 do 4, od 8 do 16";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-888";"ul. BosmaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-888";"ul. D≥ugie Pobrzeøe";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-888";"ul. Tokarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-890";"ul. Heweliusza Jana od 2 do ostatniego, od 1 do 21";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-890";"ul. Zawrotna";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-891";"ul. WodopÛj";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-893";"ul. Bastion åwiÍtej Eløbiety";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-894";"ul. EløbietaÒska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-894";"ul. Garncarska";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-894";"ul. Targ Drzewny od 18 do ostatniego, od 9 do ostatniego";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-895";"ul. Podwale Grodzkie";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-900";"Poczta GdaÒsk 002, ul. Podwale Grodzkie 2";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-917";"Poczta Filia UP GdaÒsk 004, ul. Oliwska 35";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-940";"Instytucja Odzia≥ Regionalny Centrum Infrastruktury, ul. Targ Rakowy 7/8";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-940";"Instytucja Rejonowy Urzπd Poczty w GdaÒsku, ul. Targ Rakowy 7/8";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-952";"Skrytki Pocztowe Poczta GdaÒsk 006, ul. Grunwaldzka 108";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-953";"Skrytki Pocztowe Poczta GdaÒsk 005, ul. Stary Rynek Oliwski 18";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-955";"Skrytki Pocztowe Poczta GdaÒsk 004, ul. KsiÍdza GÛreckiego 12";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-958";"Skrytki Pocztowe Poczta GdaÒsk 050, ul. D≥uga 23/28";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-961";"Skrytki Pocztowe Poczta GdaÒsk 031, ul. Beniowskiego 5";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-962";"Skrytki Pocztowe Poczta GdaÒsk 020, ul. Milskiego 1";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-963";"Skrytki Pocztowe Poczta GdaÒsk 053, ul. Czerwony DwÛr 17";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-964";"Skrytki Pocztowe Poczta GdaÒsk 022, ul. Dywizjonu 303 22 A";"GdaÒsk";"pomorskie";"GdaÒsk"
"80-980";"Instytucja ZUS oddzia≥ GdaÒsk, ul. Chmielna 27/33";"GdaÒsk";"pomorskie";"GdaÒsk"
"81-000";"ul. ChyloÒska od 137 do 149";"Gdynia";"pomorskie";"Gdynia"
"81-001";"ul. Che≥miÒska";"Gdynia";"pomorskie";"Gdynia"
"81-001";"ul. Masztowa";"Gdynia";"pomorskie";"Gdynia"
"81-001";"ul. Pontonowa";"Gdynia";"pomorskie";"Gdynia"
"81-001";"ul. £ebska";"Gdynia";"pomorskie";"Gdynia"
"81-001";"ul. Wioúlarska";"Gdynia";"pomorskie";"Gdynia"
"81-002";"ul. Kartuska od 2 do 74, od 33 do 67";"Gdynia";"pomorskie";"Gdynia"
"81-002";"ul. Morska od 269 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-003";"ul. Krzywa";"Gdynia";"pomorskie";"Gdynia"
"81-003";"ul. Pustki";"Gdynia";"pomorskie";"Gdynia"
"81-003";"ul. åwiecka";"Gdynia";"pomorskie";"Gdynia"
"81-004";"Poczta Gdynia 004, ul. ChyloÒska 124";"Gdynia";"pomorskie";"Gdynia"
"81-004";"Skrytki Pocztowe Poczta Gdynia 004, ul. ChyloÒska 124";"Gdynia";"pomorskie";"Gdynia"
"81-005";"ul. Cisowska";"Gdynia";"pomorskie";"Gdynia"
"81-005";"ul. KcyÒska";"Gdynia";"pomorskie";"Gdynia"
"81-006";"ul. Morska od 188 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-007";"ul. ChyloÒska od 144 do 220, od 151 do 243";"Gdynia";"pomorskie";"Gdynia"
"81-008";"ul. Po≥udniowa";"Gdynia";"pomorskie";"Gdynia"
"81-008";"ul. SzubiÒska";"Gdynia";"pomorskie";"Gdynia"
"81-009";"ul. Mylna";"Gdynia";"pomorskie";"Gdynia"
"81-010";"ul. Øwirowa";"Gdynia";"pomorskie";"Gdynia"
"81-010";"ul. Kotlarska";"Gdynia";"pomorskie";"Gdynia"
"81-010";"ul. Kowalska";"Gdynia";"pomorskie";"Gdynia"
"81-010";"ul. Malarska";"Gdynia";"pomorskie";"Gdynia"
"81-010";"ul. Murarska";"Gdynia";"pomorskie";"Gdynia"
"81-010";"ul. ålusarska";"Gdynia";"pomorskie";"Gdynia"
"81-012";"ul. Piaskowa";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. Botnicka";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. FiÒska";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. Karelska";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. Lniana";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. Sibeliusa Jana";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. Stokowskiego Leopolda";"Gdynia";"pomorskie";"Gdynia"
"81-015";"ul. £ubinowa";"Gdynia";"pomorskie";"Gdynia"
"81-016";"ul. ChyloÒska od 222 do ostatniego, od 245 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-016";"ul. KurpiÒskiego Karola";"Gdynia";"pomorskie";"Gdynia"
"81-017";"ul. Chmielna";"Gdynia";"pomorskie";"Gdynia"
"81-017";"ul. Grochowa";"Gdynia";"pomorskie";"Gdynia"
"81-017";"ul. Janowska";"Gdynia";"pomorskie";"Gdynia"
"81-017";"ul. Konopiana";"Gdynia";"pomorskie";"Gdynia"
"81-017";"ul. Rzepakowa";"Gdynia";"pomorskie";"Gdynia"
"81-017";"ul. Sienna";"Gdynia";"pomorskie";"Gdynia"
"81-018";"ul. Øytnia od 16 do ostatniego, od 17 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-019";"ul. Øytnia od 2 do 14, od 1 do 15";"Gdynia";"pomorskie";"Gdynia"
"81-020";"ul. Owsiana";"Gdynia";"pomorskie";"Gdynia"
"81-020";"ul. Zboøowa";"Gdynia";"pomorskie";"Gdynia"
"81-021";"ul. ChyloÒska od 126 do 142";"Gdynia";"pomorskie";"Gdynia"
"81-021";"ul. Ustronie";"Gdynia";"pomorskie";"Gdynia"
"81-022";"ul. Czereúniowa";"Gdynia";"pomorskie";"Gdynia"
"81-023";"ul. Agrestowa";"Gdynia";"pomorskie";"Gdynia"
"81-023";"ul. Cytrynowa";"Gdynia";"pomorskie";"Gdynia"
"81-023";"ul. Gruszkowa";"Gdynia";"pomorskie";"Gdynia"
"81-023";"ul. PomaraÒczowa";"Gdynia";"pomorskie";"Gdynia"
"81-023";"ul. Porzeczkowa";"Gdynia";"pomorskie";"Gdynia"
"81-024";"ul. Ananasowa";"Gdynia";"pomorskie";"Gdynia"
"81-024";"ul. Brzoskwiniowa";"Gdynia";"pomorskie";"Gdynia"
"81-024";"ul. Morelowa";"Gdynia";"pomorskie";"Gdynia"
"81-024";"ul. åliwkowa";"Gdynia";"pomorskie";"Gdynia"
"81-025";"ul. Dachnowskiego";"Gdynia";"pomorskie";"Gdynia"
"81-025";"ul. Nowodworskiego";"Gdynia";"pomorskie";"Gdynia"
"81-025";"ul. Orzechowa";"Gdynia";"pomorskie";"Gdynia"
"81-028";"ul. Bananowa";"Gdynia";"pomorskie";"Gdynia"
"81-028";"ul. Palmowa";"Gdynia";"pomorskie";"Gdynia"
"81-029";"ul. Jab≥kowa";"Gdynia";"pomorskie";"Gdynia"
"81-029";"ul. PÛ≥nocna";"Gdynia";"pomorskie";"Gdynia"
"81-029";"ul. Przemys≥owa";"Gdynia";"pomorskie";"Gdynia"
"81-029";"ul. Wiúniowa";"Gdynia";"pomorskie";"Gdynia"
"81-033";"ul. ChyloÒska od 64 do 124";"Gdynia";"pomorskie";"Gdynia"
"81-034";"Pl. Dworcowy";"Gdynia";"pomorskie";"Gdynia"
"81-035";"ul. Boles≥awa Krzywoustego";"Gdynia";"pomorskie";"Gdynia"
"81-036";"ul. Pucka od 2 do 108, od 1 do 101";"Gdynia";"pomorskie";"Gdynia"
"81-037";"ul. Dworzec PKP Leszczynki";"Gdynia";"pomorskie";"Gdynia"
"81-037";"ul. Rekowska";"Gdynia";"pomorskie";"Gdynia"
"81-040";"Poczta Gdynia 025, ul. Czeremchowa 2 B";"Gdynia";"pomorskie";"Gdynia"
"81-040";"Skrytki Pocztowe Poczta Gdynia 025, ul. Czeremchowa 2 B";"Gdynia";"pomorskie";"Gdynia"
"81-041";"ul. ChyloÒska od 30 do 62, od 47 do 135";"Gdynia";"pomorskie";"Gdynia"
"81-042";"ul. Wejherowska od 16 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-044";"ul. Kartuska od 1 do 31";"Gdynia";"pomorskie";"Gdynia"
"81-045";"ul. Øukowska";"Gdynia";"pomorskie";"Gdynia"
"81-045";"ul. Osowska";"Gdynia";"pomorskie";"Gdynia"
"81-045";"ul. Wieøycka";"Gdynia";"pomorskie";"Gdynia"
"81-047";"ul. Gniewska od 10 do ostatniego, od 13 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
"81-048";"ul. Wawrzyniaka";"Gdynia";"pomorskie";"Gdynia"
"81-049";"ul. Wejherowska od 43 do ostatniego";"Gdynia";"pomorskie";"Gdynia"
